FeatureCode,DateCode,Measurement,Units,Value,IndicesOfDeprivation
E01013765,2015,Rank,NA,5518,Crime Domain
E01013749,2015,Rank,NA,17665,Crime Domain
E01013758,2015,Rank,NA,11740,Crime Domain
E01013756,2015,Rank,NA,9755,Crime Domain
E01013706,2015,Rank,NA,30287,Income Deprivation Affecting Children Index (IDACI)
E01013745,2015,Rank,NA,20102,Income Deprivation Affecting Children Index (IDACI)
E01013675,2015,Rank,NA,2805,Income Deprivation Affecting Children Index (IDACI)
E01013710,2015,Rank,NA,22979,Income Deprivation Affecting Children Index (IDACI)
E01013681,2015,Rank,NA,5212,Income Deprivation Affecting Children Index (IDACI)
E01013680,2015,Rank,NA,19468,Income Deprivation Affecting Children Index (IDACI)
E01013695,2015,Rank,NA,1469,Income Deprivation Affecting Children Index (IDACI)
E01013722,2015,Rank,NA,2109,Income Deprivation Affecting Children Index (IDACI)
E01013677,2015,Rank,NA,2271,Income Deprivation Affecting Children Index (IDACI)
E01013728,2015,Rank,NA,1218,Income Deprivation Affecting Children Index (IDACI)
E01013658,2015,Rank,NA,12324,Income Deprivation Affecting Children Index (IDACI)
E01013613,2015,Rank,NA,7389,Income Deprivation Affecting Children Index (IDACI)
E01013639,2015,Rank,NA,6623,Income Deprivation Affecting Children Index (IDACI)
E01013713,2015,Rank,NA,13501,Income Deprivation Affecting Children Index (IDACI)
E01013711,2015,Rank,NA,23695,Income Deprivation Affecting Children Index (IDACI)
E01013687,2015,Rank,NA,7437,Income Deprivation Affecting Children Index (IDACI)
E01013671,2015,Rank,NA,14360,Income Deprivation Affecting Children Index (IDACI)
E01013663,2015,Rank,NA,17346,Income Deprivation Affecting Children Index (IDACI)
E01013656,2015,Rank,NA,12695,Income Deprivation Affecting Children Index (IDACI)
E01013649,2015,Rank,NA,22984,Income Deprivation Affecting Children Index (IDACI)
E01013604,2015,Rank,NA,4834,Income Deprivation Affecting Children Index (IDACI)
E01013616,2015,Rank,NA,13149,Income Deprivation Affecting Children Index (IDACI)
E01013629,2015,Rank,NA,7291,Income Deprivation Affecting Children Index (IDACI)
E01013727,2015,Rank,NA,1208,Income Deprivation Affecting Children Index (IDACI)
E01013733,2015,Rank,NA,11844,Income Deprivation Affecting Children Index (IDACI)
E01013758,2015,Rank,NA,14160,Income Deprivation Affecting Children Index (IDACI)
E01013773,2015,Rank,NA,12079,Income Deprivation Affecting Children Index (IDACI)
E01013765,2015,Rank,NA,6048,Income Deprivation Affecting Children Index (IDACI)
E01013720,2015,Rank,NA,7653,Income Deprivation Affecting Children Index (IDACI)
E01013709,2015,Rank,NA,17856,Income Deprivation Affecting Children Index (IDACI)
E01013735,2015,Rank,NA,14416,Income Deprivation Affecting Children Index (IDACI)
E01013756,2015,Rank,NA,13067,Income Deprivation Affecting Children Index (IDACI)
E01013752,2015,Rank,NA,6161,Income Deprivation Affecting Children Index (IDACI)
E01013749,2015,Rank,NA,17177,Income Deprivation Affecting Children Index (IDACI)
E01013757,2015,Rank,NA,15418,Income Deprivation Affecting Children Index (IDACI)
E01013771,2015,Rank,NA,17593,Income Deprivation Affecting Children Index (IDACI)
E01013761,2015,Rank,NA,4579,Income Deprivation Affecting Children Index (IDACI)
E01013690,2015,Rank,NA,3686,Income Deprivation Affecting Children Index (IDACI)
E01013647,2015,Rank,NA,3340,Income Deprivation Affecting Children Index (IDACI)
E01013723,2015,Rank,NA,2576,Income Deprivation Affecting Children Index (IDACI)
E01013674,2015,Rank,NA,3621,Income Deprivation Affecting Children Index (IDACI)
E01013686,2015,Rank,NA,21353,Income Deprivation Affecting Children Index (IDACI)
E01013670,2015,Rank,NA,16073,Income Deprivation Affecting Children Index (IDACI)
E01013775,2015,Rank,NA,6329,Income Deprivation Affecting Children Index (IDACI)
E01013648,2015,Rank,NA,4198,Income Deprivation Affecting Children Index (IDACI)
E01013628,2015,Rank,NA,8869,Income Deprivation Affecting Children Index (IDACI)
E01013605,2015,Rank,NA,6851,Income Deprivation Affecting Children Index (IDACI)
E01013626,2015,Rank,NA,7772,Income Deprivation Affecting Children Index (IDACI)
E01013627,2015,Rank,NA,20319,Income Deprivation Affecting Children Index (IDACI)
E01013739,2015,Rank,NA,7893,Income Deprivation Affecting Children Index (IDACI)
E01013603,2015,Rank,NA,855,Income Deprivation Affecting Children Index (IDACI)
E01013779,2015,Rank,NA,8257,Income Deprivation Affecting Children Index (IDACI)
E01013731,2015,Rank,NA,4240,Income Deprivation Affecting Children Index (IDACI)
E01013716,2015,Rank,NA,4583,Income Deprivation Affecting Children Index (IDACI)
E01013704,2015,Rank,NA,29159,Income Deprivation Affecting Children Index (IDACI)
E01013602,2015,Rank,NA,2504,Income Deprivation Affecting Children Index (IDACI)
E01013637,2015,Rank,NA,3527,Income Deprivation Affecting Children Index (IDACI)
E01013601,2015,Rank,NA,1761,Income Deprivation Affecting Children Index (IDACI)
E01013638,2015,Rank,NA,291,Income Deprivation Affecting Children Index (IDACI)
E01013608,2015,Rank,NA,14477,Income Deprivation Affecting Children Index (IDACI)
E01013610,2015,Rank,NA,7916,Income Deprivation Affecting Children Index (IDACI)
E01013609,2015,Rank,NA,20674,Income Deprivation Affecting Children Index (IDACI)
E01013705,2015,Rank,NA,14978,Income Deprivation Affecting Children Index (IDACI)
E01013702,2015,Rank,NA,26372,Income Deprivation Affecting Children Index (IDACI)
E01013734,2015,Rank,NA,19458,Income Deprivation Affecting Children Index (IDACI)
E01013717,2015,Rank,NA,11271,Income Deprivation Affecting Children Index (IDACI)
E01013742,2015,Rank,NA,12962,Income Deprivation Affecting Children Index (IDACI)
E01013621,2015,Rank,NA,479,Income Deprivation Affecting Children Index (IDACI)
E01013620,2015,Rank,NA,479,Income Deprivation Affecting Children Index (IDACI)
E01013631,2015,Rank,NA,7784,Income Deprivation Affecting Children Index (IDACI)
E01013652,2015,Rank,NA,940,Income Deprivation Affecting Children Index (IDACI)
E01013689,2015,Rank,NA,4272,Income Deprivation Affecting Children Index (IDACI)
E01013641,2015,Rank,NA,8854,Income Deprivation Affecting Children Index (IDACI)
E01013640,2015,Rank,NA,365,Income Deprivation Affecting Children Index (IDACI)
E01013653,2015,Rank,NA,2584,Income Deprivation Affecting Children Index (IDACI)
E01013688,2015,Rank,NA,2956,Income Deprivation Affecting Children Index (IDACI)
E01013678,2015,Rank,NA,7389,Income Deprivation Affecting Children Index (IDACI)
E01013622,2015,Rank,NA,1339,Income Deprivation Affecting Children Index (IDACI)
E01013614,2015,Rank,NA,9809,Income Deprivation Affecting Children Index (IDACI)
E01013718,2015,Rank,NA,6227,Income Deprivation Affecting Children Index (IDACI)
E01013714,2015,Rank,NA,16052,Income Deprivation Affecting Children Index (IDACI)
E01013607,2015,Rank,NA,15803,Income Deprivation Affecting Children Index (IDACI)
E01013777,2015,Rank,NA,3507,Income Deprivation Affecting Children Index (IDACI)
E01013729,2015,Rank,NA,10929,Income Deprivation Affecting Children Index (IDACI)
E01013766,2015,Rank,NA,15482,Income Deprivation Affecting Children Index (IDACI)
E01013707,2015,Rank,NA,23770,Income Deprivation Affecting Children Index (IDACI)
E01013726,2015,Rank,NA,182,Income Deprivation Affecting Children Index (IDACI)
E01013748,2015,Rank,NA,4819,Income Deprivation Affecting Children Index (IDACI)
E01032873,2015,Rank,NA,235,Income Deprivation Affecting Children Index (IDACI)
E01013730,2015,Rank,NA,1047,Income Deprivation Affecting Children Index (IDACI)
E01013664,2015,Rank,NA,5060,Income Deprivation Affecting Children Index (IDACI)
E01013643,2015,Rank,NA,17227,Income Deprivation Affecting Children Index (IDACI)
E01013651,2015,Rank,NA,2551,Income Deprivation Affecting Children Index (IDACI)
E01013650,2015,Rank,NA,24219,Income Deprivation Affecting Children Index (IDACI)
E01013693,2015,Rank,NA,474,Income Deprivation Affecting Children Index (IDACI)
E01013754,2015,Rank,NA,2577,Income Deprivation Affecting Children Index (IDACI)
E01013712,2015,Rank,NA,25854,Income Deprivation Affecting Children Index (IDACI)
E01013715,2015,Rank,NA,16268,Income Deprivation Affecting Children Index (IDACI)
E01013633,2015,Rank,NA,4743,Income Deprivation Affecting Children Index (IDACI)
E01013642,2015,Rank,NA,24228,Income Deprivation Affecting Children Index (IDACI)
E01013632,2015,Rank,NA,1187,Income Deprivation Affecting Children Index (IDACI)
E01013721,2015,Rank,NA,4015,Income Deprivation Affecting Children Index (IDACI)
E01013623,2015,Rank,NA,13387,Income Deprivation Affecting Children Index (IDACI)
E01013737,2015,Rank,NA,23682,Income Deprivation Affecting Children Index (IDACI)
E01013763,2015,Rank,NA,6058,Income Deprivation Affecting Children Index (IDACI)
E01013660,2015,Rank,NA,9007,Income Deprivation Affecting Children Index (IDACI)
E01013655,2015,Rank,NA,11449,Income Deprivation Affecting Children Index (IDACI)
E01013768,2015,Rank,NA,6323,Income Deprivation Affecting Children Index (IDACI)
E01013767,2015,Rank,NA,8604,Income Deprivation Affecting Children Index (IDACI)
E01013654,2015,Rank,NA,9197,Income Deprivation Affecting Children Index (IDACI)
E01013615,2015,Rank,NA,18927,Income Deprivation Affecting Children Index (IDACI)
E01013676,2015,Rank,NA,1860,Income Deprivation Affecting Children Index (IDACI)
E01013696,2015,Rank,NA,7716,Income Deprivation Affecting Children Index (IDACI)
E01013762,2015,Rank,NA,6979,Income Deprivation Affecting Children Index (IDACI)
E01013744,2015,Rank,NA,17035,Income Deprivation Affecting Children Index (IDACI)
E01013703,2015,Rank,NA,28978,Income Deprivation Affecting Children Index (IDACI)
E01013700,2015,Rank,NA,18290,Income Deprivation Affecting Children Index (IDACI)
E01032597,2015,Rank,NA,3524,Income Deprivation Affecting Children Index (IDACI)
E01013770,2015,Rank,NA,18428,Income Deprivation Affecting Children Index (IDACI)
E01013657,2015,Rank,NA,9592,Income Deprivation Affecting Children Index (IDACI)
E01013618,2015,Rank,NA,10245,Income Deprivation Affecting Children Index (IDACI)
E01013600,2015,Rank,NA,589,Income Deprivation Affecting Children Index (IDACI)
E01013625,2015,Rank,NA,16376,Income Deprivation Affecting Children Index (IDACI)
E01013619,2015,Rank,NA,726,Income Deprivation Affecting Children Index (IDACI)
E01013685,2015,Rank,NA,23013,Income Deprivation Affecting Children Index (IDACI)
E01013691,2015,Rank,NA,630,Income Deprivation Affecting Children Index (IDACI)
E01013684,2015,Rank,NA,3130,Income Deprivation Affecting Children Index (IDACI)
E01013692,2015,Rank,NA,750,Income Deprivation Affecting Children Index (IDACI)
E01013669,2015,Rank,NA,19328,Income Deprivation Affecting Children Index (IDACI)
E01013668,2015,Rank,NA,16748,Income Deprivation Affecting Children Index (IDACI)
E01013673,2015,Rank,NA,1871,Income Deprivation Affecting Children Index (IDACI)
E01013672,2015,Rank,NA,19458,Income Deprivation Affecting Children Index (IDACI)
E01013760,2015,Rank,NA,2597,Income Deprivation Affecting Children Index (IDACI)
E01013732,2015,Rank,NA,10978,Income Deprivation Affecting Children Index (IDACI)
E01013725,2015,Rank,NA,91,Income Deprivation Affecting Children Index (IDACI)
E01013740,2015,Rank,NA,12379,Income Deprivation Affecting Children Index (IDACI)
E01013738,2015,Rank,NA,20260,Income Deprivation Affecting Children Index (IDACI)
E01013630,2015,Rank,NA,7297,Income Deprivation Affecting Children Index (IDACI)
E01013612,2015,Rank,NA,14377,Income Deprivation Affecting Children Index (IDACI)
E01013666,2015,Rank,NA,16738,Income Deprivation Affecting Children Index (IDACI)
E01013665,2015,Rank,NA,13546,Income Deprivation Affecting Children Index (IDACI)
E01013697,2015,Rank,NA,9512,Income Deprivation Affecting Children Index (IDACI)
E01013751,2015,Rank,NA,11338,Income Deprivation Affecting Children Index (IDACI)
E01013750,2015,Rank,NA,18442,Income Deprivation Affecting Children Index (IDACI)
E01013743,2015,Rank,NA,13000,Income Deprivation Affecting Children Index (IDACI)
E01013759,2015,Rank,NA,22722,Income Deprivation Affecting Children Index (IDACI)
E01013746,2015,Rank,NA,8273,Income Deprivation Affecting Children Index (IDACI)
E01013682,2015,Rank,NA,3817,Income Deprivation Affecting Children Index (IDACI)
E01013694,2015,Rank,NA,3920,Income Deprivation Affecting Children Index (IDACI)
E01013646,2015,Rank,NA,6938,Income Deprivation Affecting Children Index (IDACI)
E01013636,2015,Rank,NA,21611,Income Deprivation Affecting Children Index (IDACI)
E01013659,2015,Rank,NA,10659,Income Deprivation Affecting Children Index (IDACI)
E01013786,2015,Rank,NA,9612,Income Deprivation Affecting Children Index (IDACI)
E01013785,2015,Rank,NA,29223,Income Deprivation Affecting Children Index (IDACI)
E01013782,2015,Rank,NA,15693,Income Deprivation Affecting Children Index (IDACI)
E01013774,2015,Rank,NA,4243,Income Deprivation Affecting Children Index (IDACI)
E01013783,2015,Rank,NA,22598,Income Deprivation Affecting Children Index (IDACI)
E01013780,2015,Rank,NA,28621,Income Deprivation Affecting Children Index (IDACI)
E01013778,2015,Rank,NA,6611,Income Deprivation Affecting Children Index (IDACI)
E01013772,2015,Rank,NA,2825,Income Deprivation Affecting Children Index (IDACI)
E01013784,2015,Rank,NA,18851,Income Deprivation Affecting Children Index (IDACI)
E01013665,2015,Rank,NA,7911,Crime Domain
E01013734,2015,Rank,NA,7437,Crime Domain
E01013697,2015,Rank,NA,11494,Crime Domain
E01013640,2015,Rank,NA,96,Crime Domain
E01013653,2015,Rank,NA,5895,Crime Domain
E01013641,2015,Rank,NA,4191,Crime Domain
E01013689,2015,Rank,NA,6338,Crime Domain
E01013702,2015,Rank,NA,13371,Crime Domain
E01013652,2015,Rank,NA,7590,Crime Domain
E01013717,2015,Rank,NA,15282,Crime Domain
E01013705,2015,Rank,NA,10085,Crime Domain
E01013666,2015,Rank,NA,19508,Crime Domain
E01013608,2015,Rank,NA,3507,Crime Domain
E01013719,2015,Rank,NA,18091,Crime Domain
E01013736,2015,Rank,NA,18986,Crime Domain
E01013661,2015,Rank,NA,10657,Crime Domain
E01013662,2015,Rank,NA,18069,Crime Domain
E01013679,2015,Rank,NA,9993,Crime Domain
E01013698,2015,Rank,NA,16840,Crime Domain
E01013699,2015,Rank,NA,15564,Crime Domain
E01013741,2015,Rank,NA,12453,Crime Domain
E01013635,2015,Rank,NA,3455,Crime Domain
E01013634,2015,Rank,NA,8325,Crime Domain
E01013764,2015,Rank,NA,25253,Crime Domain
E01013776,2015,Rank,NA,822,Crime Domain
E01013781,2015,Rank,NA,1563,Crime Domain
E01013683,2015,Rank,NA,1141,Crime Domain
E01013753,2015,Rank,NA,16279,Crime Domain
E01013747,2015,Rank,NA,20753,Crime Domain
E01013755,2015,Rank,NA,13634,Crime Domain
E01013667,2015,Rank,NA,7865,Crime Domain
E01013624,2015,Rank,NA,6575,Crime Domain
E01013611,2015,Rank,NA,5842,Crime Domain
E01013617,2015,Rank,NA,7515,Crime Domain
E01013606,2015,Rank,NA,7391,Crime Domain
E01032873,2015,Rank,NA,3214,Income Deprivation Affecting Older People Index (IDAOPI)
E01032597,2015,Rank,NA,3344,Income Deprivation Affecting Older People Index (IDAOPI)
E01032867,2015,Rank,NA,3950,Income Deprivation Affecting Older People Index (IDAOPI)
E01032868,2015,Rank,NA,24216,Income Deprivation Affecting Children Index (IDACI)
E01013662,2015,Rank,NA,2322,Income Deprivation Affecting Older People Index (IDAOPI)
E01013667,2015,Rank,NA,2078,Income Deprivation Affecting Older People Index (IDAOPI)
E01013683,2015,Rank,NA,4663,Income Deprivation Affecting Older People Index (IDAOPI)
E01013661,2015,Rank,NA,2825,Income Deprivation Affecting Older People Index (IDAOPI)
E01013741,2015,Rank,NA,6989,Income Deprivation Affecting Older People Index (IDAOPI)
E01013634,2015,Rank,NA,3188,Income Deprivation Affecting Older People Index (IDAOPI)
E01013679,2015,Rank,NA,3729,Income Deprivation Affecting Older People Index (IDAOPI)
E01013606,2015,Rank,NA,16839,Income Deprivation Affecting Older People Index (IDAOPI)
E01013635,2015,Rank,NA,12377,Income Deprivation Affecting Older People Index (IDAOPI)
E01013736,2015,Rank,NA,18150,Income Deprivation Affecting Older People Index (IDAOPI)
E01013753,2015,Rank,NA,188,Income Deprivation Affecting Older People Index (IDAOPI)
E01013699,2015,Rank,NA,10356,Income Deprivation Affecting Older People Index (IDAOPI)
E01013747,2015,Rank,NA,3075,Income Deprivation Affecting Older People Index (IDAOPI)
E01013776,2015,Rank,NA,4009,Income Deprivation Affecting Older People Index (IDAOPI)
E01013624,2015,Rank,NA,5221,Income Deprivation Affecting Older People Index (IDAOPI)
E01013755,2015,Rank,NA,44,Income Deprivation Affecting Older People Index (IDAOPI)
E01013611,2015,Rank,NA,13930,Income Deprivation Affecting Older People Index (IDAOPI)
E01013698,2015,Rank,NA,10237,Income Deprivation Affecting Older People Index (IDAOPI)
E01013617,2015,Rank,NA,8795,Income Deprivation Affecting Older People Index (IDAOPI)
E01013781,2015,Rank,NA,5360,Income Deprivation Affecting Older People Index (IDAOPI)
E01013764,2015,Rank,NA,10079,Income Deprivation Affecting Older People Index (IDAOPI)
E01013719,2015,Rank,NA,475,Income Deprivation Affecting Older People Index (IDAOPI)
E01032875,2015,Rank,NA,10574,Crime Domain
E01032862,2015,Rank,NA,11412,Crime Domain
E01032867,2015,Rank,NA,112,Crime Domain
E01032872,2015,Rank,NA,9862,Income Deprivation Affecting Children Index (IDACI)
E01032865,2015,Rank,NA,18926,Income Deprivation Affecting Children Index (IDACI)
E01032863,2015,Rank,NA,16493,Income Deprivation Affecting Children Index (IDACI)
E01013651,2015,Rank,NA,7302,Crime Domain
E01013643,2015,Rank,NA,14491,Crime Domain
E01013664,2015,Rank,NA,12095,Crime Domain
E01013623,2015,Rank,NA,1845,Crime Domain
E01013633,2015,Rank,NA,416,Crime Domain
E01013642,2015,Rank,NA,7150,Crime Domain
E01013650,2015,Rank,NA,11710,Crime Domain
E01013678,2015,Rank,NA,2970,Crime Domain
E01013729,2015,Rank,NA,14106,Crime Domain
E01013721,2015,Rank,NA,607,Crime Domain
E01013737,2015,Rank,NA,25561,Crime Domain
E01013714,2015,Rank,NA,19988,Crime Domain
E01013718,2015,Rank,NA,19991,Crime Domain
E01013763,2015,Rank,NA,4834,Crime Domain
E01013688,2015,Rank,NA,2542,Crime Domain
E01013766,2015,Rank,NA,16444,Crime Domain
E01013607,2015,Rank,NA,407,Crime Domain
E01013622,2015,Rank,NA,4597,Crime Domain
E01013777,2015,Rank,NA,670,Crime Domain
E01013632,2015,Rank,NA,541,Crime Domain
E01013614,2015,Rank,NA,16204,Crime Domain
E01032868,2015,Rank,NA,597,Crime Domain
E01032863,2015,Rank,NA,13346,Crime Domain
E01013609,2015,Rank,NA,18031,Income Deprivation Domain
E01013660,2015,Rank,NA,6502,Income Deprivation Domain
E01013615,2015,Rank,NA,21701,Income Deprivation Domain
E01013610,2015,Rank,NA,6394,Income Deprivation Domain
E01013768,2015,Rank,NA,5837,Income Deprivation Domain
E01013767,2015,Rank,NA,10196,Income Deprivation Domain
E01013608,2015,Rank,NA,17445,Income Deprivation Domain
E01013655,2015,Rank,NA,7463,Income Deprivation Domain
E01013762,2015,Rank,NA,4247,Income Deprivation Domain
E01013784,2015,Rank,NA,17783,Income Deprivation Domain
E01013772,2015,Rank,NA,4053,Income Deprivation Domain
E01013654,2015,Rank,NA,2650,Income Deprivation Domain
E01013702,2015,Rank,NA,27495,Income Deprivation Domain
E01013705,2015,Rank,NA,12028,Income Deprivation Domain
E01013746,2015,Rank,NA,1357,Income Deprivation Domain
E01013782,2015,Rank,NA,15620,Income Deprivation Domain
E01013783,2015,Rank,NA,22483,Income Deprivation Domain
E01013759,2015,Rank,NA,15302,Income Deprivation Domain
E01013717,2015,Rank,NA,6884,Income Deprivation Domain
E01013666,2015,Rank,NA,19068,Income Deprivation Domain
E01013751,2015,Rank,NA,6362,Income Deprivation Domain
E01013742,2015,Rank,NA,4606,Income Deprivation Domain
E01013665,2015,Rank,NA,8320,Income Deprivation Domain
E01013750,2015,Rank,NA,8679,Income Deprivation Domain
E01013743,2015,Rank,NA,5137,Income Deprivation Domain
E01013697,2015,Rank,NA,8120,Income Deprivation Domain
E01013689,2015,Rank,NA,18192,Income Deprivation Domain
E01013734,2015,Rank,NA,10975,Income Deprivation Domain
E01013774,2015,Rank,NA,8313,Income Deprivation Domain
E01013630,2015,Rank,NA,4999,Income Deprivation Domain
E01013740,2015,Rank,NA,8977,Income Deprivation Domain
E01013703,2015,Rank,NA,29866,Income Deprivation Domain
E01013778,2015,Rank,NA,11041,Income Deprivation Domain
E01013696,2015,Rank,NA,7560,Income Deprivation Domain
E01013676,2015,Rank,NA,3293,Income Deprivation Domain
E01013732,2015,Rank,NA,8899,Income Deprivation Domain
E01013700,2015,Rank,NA,14002,Income Deprivation Domain
E01013780,2015,Rank,NA,26116,Income Deprivation Domain
E01013785,2015,Rank,NA,24969,Income Deprivation Domain
E01013786,2015,Rank,NA,12325,Income Deprivation Domain
E01013653,2015,Rank,NA,1201,Income Deprivation Domain
E01013640,2015,Rank,NA,305,Income Deprivation Domain
E01013641,2015,Rank,NA,11794,Income Deprivation Domain
E01013744,2015,Rank,NA,6275,Income Deprivation Domain
E01013725,2015,Rank,NA,149,Income Deprivation Domain
E01013738,2015,Rank,NA,15381,Income Deprivation Domain
E01013612,2015,Rank,NA,16051,Income Deprivation Domain
E01013621,2015,Rank,NA,358,Income Deprivation Domain
E01013631,2015,Rank,NA,5913,Income Deprivation Domain
E01013620,2015,Rank,NA,455,Income Deprivation Domain
E01013652,2015,Rank,NA,935,Income Deprivation Domain
E01032875,2015,Rank,NA,8384,Income Deprivation Affecting Older People Index (IDAOPI)
E01032862,2015,Rank,NA,3573,Income Deprivation Affecting Older People Index (IDAOPI)
E01013763,2015,Rank,NA,7102,Income Deprivation Domain
E01013721,2015,Rank,NA,6115,Income Deprivation Domain
E01013622,2015,Rank,NA,879,Income Deprivation Domain
E01013688,2015,Rank,NA,5948,Income Deprivation Domain
E01013718,2015,Rank,NA,4563,Income Deprivation Domain
E01013714,2015,Rank,NA,8312,Income Deprivation Domain
E01013614,2015,Rank,NA,10984,Income Deprivation Domain
E01013766,2015,Rank,NA,11119,Income Deprivation Domain
E01013729,2015,Rank,NA,10942,Income Deprivation Domain
E01013678,2015,Rank,NA,6996,Income Deprivation Domain
E01013737,2015,Rank,NA,14970,Income Deprivation Domain
E01013777,2015,Rank,NA,7894,Income Deprivation Domain
E01013651,2015,Rank,NA,2023,Income Deprivation Domain
E01013664,2015,Rank,NA,2314,Income Deprivation Domain
E01013650,2015,Rank,NA,31396,Income Deprivation Domain
E01013601,2015,Rank,NA,4392,Income Deprivation Affecting Older People Index (IDAOPI)
E01013623,2015,Rank,NA,14333,Income Deprivation Affecting Older People Index (IDAOPI)
E01013632,2015,Rank,NA,332,Income Deprivation Affecting Older People Index (IDAOPI)
E01013622,2015,Rank,NA,1639,Income Deprivation Affecting Older People Index (IDAOPI)
E01013642,2015,Rank,NA,18746,Income Deprivation Affecting Older People Index (IDAOPI)
E01013633,2015,Rank,NA,3012,Income Deprivation Affecting Older People Index (IDAOPI)
E01013607,2015,Rank,NA,11829,Income Deprivation Affecting Older People Index (IDAOPI)
E01013643,2015,Rank,NA,12178,Income Deprivation Affecting Older People Index (IDAOPI)
E01013614,2015,Rank,NA,12421,Income Deprivation Affecting Older People Index (IDAOPI)
E01013654,2015,Rank,NA,186,Income Deprivation Affecting Older People Index (IDAOPI)
E01013740,2015,Rank,NA,5715,Income Deprivation Affecting Older People Index (IDAOPI)
E01013676,2015,Rank,NA,6804,Income Deprivation Affecting Older People Index (IDAOPI)
E01013732,2015,Rank,NA,6079,Income Deprivation Affecting Older People Index (IDAOPI)
E01013703,2015,Rank,NA,30383,Income Deprivation Affecting Older People Index (IDAOPI)
E01013610,2015,Rank,NA,9374,Income Deprivation Affecting Older People Index (IDAOPI)
E01013615,2015,Rank,NA,19098,Income Deprivation Affecting Older People Index (IDAOPI)
E01013660,2015,Rank,NA,1879,Income Deprivation Affecting Older People Index (IDAOPI)
E01013655,2015,Rank,NA,2021,Income Deprivation Affecting Older People Index (IDAOPI)
E01013600,2015,Rank,NA,1036,Income Deprivation Domain
E01013669,2015,Rank,NA,18118,Income Deprivation Domain
E01013672,2015,Rank,NA,16654,Income Deprivation Domain
E01013657,2015,Rank,NA,3546,Income Deprivation Domain
E01013685,2015,Rank,NA,23776,Income Deprivation Domain
E01013692,2015,Rank,NA,339,Income Deprivation Domain
E01013693,2015,Rank,NA,239,Income Deprivation Domain
E01013691,2015,Rank,NA,229,Income Deprivation Domain
E01013673,2015,Rank,NA,2503,Income Deprivation Domain
E01013668,2015,Rank,NA,11631,Income Deprivation Domain
E01013619,2015,Rank,NA,758,Income Deprivation Domain
E01013625,2015,Rank,NA,6185,Income Deprivation Domain
E01013684,2015,Rank,NA,3949,Income Deprivation Domain
E01013618,2015,Rank,NA,10500,Income Deprivation Domain
E01013760,2015,Rank,NA,4028,Income Deprivation Domain
E01013773,2015,Rank,NA,4773,Income Deprivation Affecting Older People Index (IDAOPI)
E01013609,2015,Rank,NA,16747,Income Deprivation Affecting Older People Index (IDAOPI)
E01013608,2015,Rank,NA,20380,Income Deprivation Affecting Older People Index (IDAOPI)
E01032602,2015,Rank,NA,4118,Income Deprivation Affecting Older People Index (IDAOPI)
E01032599,2015,Rank,NA,18730,Income Deprivation Affecting Older People Index (IDAOPI)
E01032872,2015,Rank,NA,7349,Income Deprivation Affecting Older People Index (IDAOPI)
E01032865,2015,Rank,NA,8636,Income Deprivation Affecting Older People Index (IDAOPI)
E01013729,2015,Rank,NA,14280,Income Deprivation Affecting Older People Index (IDAOPI)
E01013737,2015,Rank,NA,6016,Income Deprivation Affecting Older People Index (IDAOPI)
E01013718,2015,Rank,NA,441,Income Deprivation Affecting Older People Index (IDAOPI)
E01013688,2015,Rank,NA,4837,Income Deprivation Affecting Older People Index (IDAOPI)
E01013721,2015,Rank,NA,8617,Income Deprivation Affecting Older People Index (IDAOPI)
E01013714,2015,Rank,NA,2086,Income Deprivation Affecting Older People Index (IDAOPI)
E01013777,2015,Rank,NA,9815,Income Deprivation Affecting Older People Index (IDAOPI)
E01013766,2015,Rank,NA,5840,Income Deprivation Affecting Older People Index (IDAOPI)
E01013763,2015,Rank,NA,1528,Income Deprivation Affecting Older People Index (IDAOPI)
E01032863,2015,Rank,NA,7614,Income Deprivation Affecting Older People Index (IDAOPI)
E01032868,2015,Rank,NA,3667,Income Deprivation Affecting Older People Index (IDAOPI)
E01013678,2015,Rank,NA,11380,Income Deprivation Affecting Older People Index (IDAOPI)
E01013632,2015,Rank,NA,357,Income Deprivation Domain
E01013607,2015,Rank,NA,15301,Income Deprivation Domain
E01013642,2015,Rank,NA,24130,Income Deprivation Domain
E01013643,2015,Rank,NA,25037,Income Deprivation Domain
E01013623,2015,Rank,NA,13507,Income Deprivation Domain
E01013633,2015,Rank,NA,2863,Income Deprivation Domain
E01013601,2015,Rank,NA,2238,Income Deprivation Domain
E01032875,2015,Rank,NA,29521,Income Deprivation Domain
E01032862,2015,Rank,NA,10321,Income Deprivation Domain
E01032599,2015,Rank,NA,23718,Income Deprivation Domain
E01032602,2015,Rank,NA,2328,Income Deprivation Domain
E01013648,2015,Rank,NA,670,Income Deprivation Affecting Older People Index (IDAOPI)
E01013682,2015,Rank,NA,8843,Income Deprivation Affecting Older People Index (IDAOPI)
E01013694,2015,Rank,NA,5559,Income Deprivation Affecting Older People Index (IDAOPI)
E01013646,2015,Rank,NA,1410,Income Deprivation Affecting Older People Index (IDAOPI)
E01013659,2015,Rank,NA,109,Income Deprivation Affecting Older People Index (IDAOPI)
E01013628,2015,Rank,NA,384,Income Deprivation Affecting Older People Index (IDAOPI)
E01013636,2015,Rank,NA,16863,Income Deprivation Affecting Older People Index (IDAOPI)
E01013626,2015,Rank,NA,688,Income Deprivation Affecting Older People Index (IDAOPI)
